down,quarter,yardsToGo,yardlineNumber,defendersInTheBox,numberOfPassRushers,HomeScoreBeforePlay,HomeScoreAfterPlay,VisitorScoreBeforePlay,VisitorScoreAfterPlay,PassLength,YardsAfterCatch,PlayResult,firstDown_Conversion
4,3,3,7,11,4,31,31,28,28,1,0,1,0
4,1,3,16,5,5,3,3,7,7,3,1,4,1
4,1,1,11,10,4,0,0,0,0,5,0,5,1
4,1,2,27,6,4,10,10,3,3,2,0,2,0
4,3,1,4,9,5,20,20,14,14,0,-4,-4,0
4,2,1,1,5,3,14,21,17,17,1,0,1,0
4,4,1,21,8,3,6,6,37,37,-1,-1,-2,0
4,4,1,2,5,3,24,31,0,0,2,0,2,1
4,1,3,2,8,4,6,13,13,13,2,0,2,0
4,2,1,38,5,4,0,0,21,21,1,1,2,1
4,1,2,1,6,4,3,3,7,7,0,-2,-2,0
4,4,2,17,4,4,20,20,3,3,3,5,8,1
4,3,4,6,6,3,17,17,7,7,2,0,2,0
4,2,1,6,6,2,7,7,14,14,3,1,4,1
4,3,1,4,5,3,6,13,14,14,3,1,4,1
4,1,2,20,6,2,13,13,6,6,0,0,0,0
4,1,3,8,6,5,7,14,0,0,7,1,8,1
4,4,9,14,5,2,10,10,42,42,4,3,7,0
4,1,3,2,8,5,3,3,3,10,2,0,2,0
4,4,2,13,7,3,6,6,14,14,1,0,1,0
4,3,1,28,3,3,7,7,21,21,4,0,4,1
4,3,5,6,4,6,17,17,0,0,2,3,5,0
4,1,4,20,7,3,10,10,10,10,10,1,11,1
4,3,7,6,9,5,13,13,27,27,4,2,6,0
4,2,1,16,6,3,23,23,17,17,5,3,8,1
4,3,1,26,6,5,17,17,14,14,2,2,4,1
4,3,7,9,4,4,10,10,23,23,4,0,4,0
4,2,6,12,7,3,10,10,21,21,-1,-2,-3,0
4,1,2,43,6,5,6,6,10,10,3,8,11,1
4,3,1,1,4,2,34,34,17,24,1,0,1,0
4,2,1,29,8,4,20,20,3,3,4,0,4,1
4,3,1,3,7,5,0,7,0,0,2,1,3,1
4,3,4,26,5,4,34,34,6,6,10,0,10,1
4,3,2,11,7,4,27,27,10,17,5,6,11,1
4,3,5,48,6,3,6,6,13,13,4,4,8,1
4,1,2,20,7,4,10,10,10,10,4,1,5,1
4,4,2,14,4,3,37,37,10,10,1,6,7,1
4,2,12,41,4,2,17,17,7,7,3,4,7,0
4,3,1,6,8,5,23,30,3,3,2,4,6,1
4,2,2,5,5,5,24,24,7,7,-1,0,-1,0
4,2,2,9,8,4,21,21,3,3,0,0,0,0
4,4,1,27,5,4,6,6,40,40,2,0,2,1
4,3,8,2,4,3,27,27,21,28,2,0,2,0
4,1,9,18,4,3,14,14,7,7,3,4,7,0
4,4,1,58,7,3,23,23,7,7,1,0,1,0
4,3,1,3,6,4,3,10,0,0,3,0,3,1
4,3,7,41,8,4,3,3,7,7,0,0,0,0
4,1,4,12,7,3,14,14,14,14,1,1,2,0
4,3,2,42,6,4,24,24,24,24,1,0,1,0
4,1,1,21,5,4,13,13,13,13,0,0,0,0
4,4,3,9,4,3,10,10,13,13,2,5,7,1
4,2,5,16,3,6,17,17,17,17,1,0,1,0
4,2,6,11,5,4,3,3,24,24,3,6,9,1
4,2,3,3,5,4,21,21,23,30,1,2,3,0
4,3,1,10,4,5,28,28,28,28,4,4,8,1
4,2,1,11,8,5,24,24,13,13,2,3,5,1
4,3,1,62,4,3,13,13,0,0,0,0,0,0
4,3,4,19,6,3,13,13,23,23,6,0,6,1
4,3,2,86,6,5,0,0,23,23,1,2,3,1
4,3,1,2,7,4,0,0,28,28,0,0,0,0
4,2,6,5,9,3,14,14,6,6,-1,-1,-2,0
4,4,8,9,3,3,6,6,7,7,2,1,3,0
4,4,1,4,7,5,20,20,13,13,0,0,0,0
4,1,5,38,7,3,7,7,0,0,1,2,3,0
4,1,5,7,6,4,10,10,6,6,2,3,5,0
4,3,3,41,8,4,14,14,14,14,1,4,5,1
4,1,5,22,7,3,10,10,6,6,5,0,5,0
4,2,1,21,8,4,3,3,21,21,2,1,3,1
4,2,3,12,8,3,14,14,20,20,5,2,7,1
4,4,2,4,4,3,13,13,3,9,3,1,4,1
4,1,1,7,6,3,0,0,3,3,2,1,3,1
4,2,5,37,5,5,23,23,23,23,5,2,7,1
4,3,1,2,5,4,0,7,27,27,1,1,2,1
4,4,4,8,5,5,34,34,7,7,-1,0,-1,0
4,1,2,4,4,2,6,6,0,0,3,0,3,1
4,2,3,11,5,4,10,10,7,7,2,4,6,1
4,4,1,2,6,5,31,31,10,10,2,0,2,1
4,2,1,18,5,2,21,21,0,0,5,3,8,1
4,2,4,20,6,3,23,23,20,20,4,1,5,1
4,1,2,1,4,6,14,14,3,3,0,0,0,0
4,2,1,3,6,4,20,27,3,3,2,1,3,1
4,4,2,11,9,3,7,7,10,10,1,3,4,1
4,3,4,20,5,4,34,34,28,28,2,3,5,1
4,4,10,5,5,4,27,27,40,40,0,0,0,0
4,2,4,11,9,5,21,21,7,7,4,7,11,1
4,3,2,1,7,4,23,23,6,6,0,0,0,0
4,3,8,33,4,5,13,13,20,20,7,6,13,1
4,4,2,1,7,4,34,34,7,7,0,-3,-3,0
4,1,4,3,8,2,13,13,6,13,1,2,3,0
4,2,1,4,6,2,24,31,10,10,2,2,4,1
4,1,1,9,8,4,7,7,10,10,3,4,7,1
4,2,3,6,3,4,20,20,24,31,5,1,6,1
4,3,4,4,6,4,28,28,34,34,1,1,2,0
4,3,11,6,5,4,34,34,3,3,3,1,4,0
4,4,5,22,6,4,14,14,20,20,8,0,8,1
4,2,6,17,6,4,24,24,17,17,2,4,6,0
4,2,2,31,6,5,14,14,3,3,1,1,2,0
4,4,2,25,8,3,13,13,13,13,3,4,7,1
4,1,2,13,6,3,3,3,13,13,2,1,3,1
4,4,6,9,6,5,17,17,21,21,2,0,2,0
4,3,2,2,4,5,20,27,31,31,1,1,2,0
4,3,3,8,6,4,34,34,10,10,3,4,7,1
4,2,5,31,8,4,3,3,21,21,2,12,14,1
4,2,4,1,3,4,23,23,0,7,1,0,1,0
4,2,2,5,7,3,10,10,7,7,3,0,3,1
4,4,5,1,7,3,23,23,10,10,1,1,2,0
4,4,4,14,7,5,7,7,21,21,2,3,5,1
4,2,1,27,9,4,10,10,20,20,3,3,6,1
4,2,1,11,6,3,0,0,3,3,9,0,9,1
4,3,12,23,7,4,14,14,27,27,5,4,9,0
4,1,4,7,7,4,13,13,13,13,5,0,5,1
4,2,3,7,5,4,17,17,3,3,4,2,6,1
4,4,4,10,9,4,24,24,10,10,4,3,7,1
4,1,3,10,6,4,14,14,10,10,0,0,0,0
4,2,16,14,5,5,3,3,21,21,8,1,9,0
4,1,1,31,8,4,13,13,6,6,0,-9,-9,0
4,3,2,2,7,4,31,38,34,34,1,1,2,0
4,3,7,28,8,5,3,3,7,7,2,2,4,0
4,3,3,56,6,3,0,0,6,6,3,4,7,1
4,4,6,14,3,3,10,10,6,6,2,2,4,0
4,4,16,18,7,4,24,24,13,13,1,5,6,0
4,3,20,1,7,3,27,27,21,21,1,12,13,0
4,2,6,4,6,5,10,17,10,10,3,1,4,0
4,4,3,5,7,4,10,10,40,40,3,1,4,1
4,1,6,11,7,5,6,6,3,3,0,0,0,0
4,4,1,49,7,5,6,6,24,24,1,6,7,1
4,2,1,2,4,5,21,27,23,23,1,1,2,1
4,3,2,1,8,4,13,13,34,41,1,0,1,0
4,4,8,15,5,3,31,31,17,17,2,4,6,0
4,3,2,7,4,4,31,31,28,28,4,2,6,1
4,3,5,14,7,5,3,3,3,3,2,1,3,0
4,4,3,5,7,4,24,24,13,13,4,0,4,1
4,4,3,9,7,5,27,27,27,27,3,0,3,0
4,1,2,17,7,5,10,10,0,0,2,0,2,0
4,3,2,3,8,3,6,6,13,20,3,0,3,1
4,4,1,15,5,5,7,7,0,0,1,2,3,1
4,4,3,27,6,2,27,27,24,24,0,0,0,0
4,3,2,17,8,4,28,28,6,6,3,0,3,1
4,3,1,11,8,3,10,10,23,23,-1,-1,-2,0
4,4,3,39,6,5,28,28,31,31,4,6,10,1
4,1,5,25,7,4,14,14,7,7,3,13,16,1
4,3,3,17,5,2,20,20,13,13,10,2,12,1
4,3,1,34,7,4,14,14,27,27,3,2,5,1
4,4,1,4,5,5,6,6,20,27,4,0,4,1
4,1,1,2,7,5,3,3,13,13,1,0,1,0
4,3,1,10,4,3,6,6,28,28,1,0,1,0
4,1,3,11,5,3,0,0,0,0,11,0,11,1
4,4,1,19,4,5,23,23,24,24,2,0,2,1
4,1,1,3,4,5,14,21,6,6,2,1,3,1
4,2,4,19,6,4,23,23,21,21,0,0,0,0
4,4,13,14,5,3,14,14,40,40,6,1,7,0
4,3,3,3,5,3,17,17,24,30,3,0,3,0
4,3,6,16,7,3,6,6,7,7,6,3,9,1
4,1,5,2,7,4,14,14,13,13,1,1,2,0
4,4,4,8,5,3,42,42,23,23,2,2,4,0
4,4,6,3,4,4,42,42,34,34,2,2,4,0
4,2,1,20,5,3,13,13,20,20,6,0,6,1
4,2,2,2,8,3,23,23,21,28,2,0,2,0
4,3,1,1,4,5,23,30,23,23,1,0,1,0
4,4,5,3,6,5,23,23,3,10,3,0,3,0
4,3,1,20,6,4,17,17,14,14,1,0,1,0
4,1,2,45,7,3,0,0,10,10,5,1,6,1
4,2,2,1,7,5,6,6,14,14,0,0,0,0
4,4,3,12,6,5,17,17,14,14,2,0,2,0
4,3,5,5,6,5,34,34,14,14,4,1,5,0
4,1,3,15,8,5,14,14,0,0,4,2,6,1
4,4,3,18,9,4,14,14,23,23,6,7,13,1
4,4,3,10,6,5,6,13,0,0,5,5,10,1
4,2,3,17,5,3,0,0,3,3,9,1,10,1
4,4,1,1,5,3,10,10,23,30,1,0,1,0
4,3,19,5,8,4,0,0,10,10,3,5,8,0
4,1,4,2,4,3,7,7,13,13,1,1,2,0
4,2,2,7,4,4,14,14,14,14,1,1,2,0
4,4,1,6,6,4,31,31,10,10,4,1,5,1
4,2,5,75,5,2,3,3,0,0,10,3,13,1
4,1,3,49,5,6,13,13,13,13,1,6,7,1
4,2,1,9,5,2,24,24,14,14,4,2,6,1
4,1,5,44,7,4,7,7,3,3,3,1,4,0
4,2,1,17,6,3,20,20,0,0,3,12,15,1
4,2,3,1,6,5,10,10,0,6,1,0,1,0
4,4,1,9,5,5,42,42,3,3,2,3,5,1
4,1,2,12,5,3,10,10,13,13,2,0,2,0
4,3,8,6,7,3,28,28,31,31,0,0,0,0
4,2,5,15,8,5,10,10,14,14,1,1,2,0
4,1,3,10,6,3,13,13,7,7,7,3,10,1
4,1,1,13,5,5,3,3,13,13,1,10,11,1
4,1,1,5,6,3,14,14,7,7,2,0,2,1
4,4,2,11,7,4,27,27,31,31,1,7,8,1
4,3,1,46,3,4,28,28,34,34,9,2,11,1
4,2,7,5,6,4,24,24,0,0,-1,0,-1,0
4,1,2,84,7,3,14,14,3,3,7,7,14,1
4,2,2,29,3,5,10,10,20,20,6,6,12,1
4,1,6,2,3,3,7,7,14,14,0,0,0,0
4,1,6,17,7,4,0,0,3,3,5,0,5,0
4,1,2,5,9,5,10,10,13,13,-1,0,-1,0
4,4,2,39,7,2,3,3,17,17,7,3,10,1
4,3,2,20,6,4,3,3,7,7,5,4,9,1
4,3,12,2,7,4,21,21,6,6,0,0,0,0
4,4,2,10,8,3,14,21,7,7,6,4,10,1
4,3,1,51,7,4,14,14,24,24,1,2,3,1
4,2,3,2,7,4,0,7,14,14,2,0,2,0
4,4,2,33,6,5,24,24,6,6,6,2,8,1
4,4,1,3,5,4,23,23,10,10,0,0,0,0
4,3,4,1,7,3,6,6,0,7,1,0,1,0
4,3,1,13,6,5,24,24,34,34,2,0,2,1
4,4,7,18,3,4,28,28,17,17,3,0,3,0
4,4,2,30,3,5,31,31,21,21,4,1,5,1
4,4,1,34,3,4,7,7,28,28,4,2,6,1
4,4,4,18,7,4,20,20,34,34,3,0,3,0
4,3,4,2,6,4,31,31,17,24,1,1,2,0
4,2,2,30,9,3,14,14,17,17,0,0,0,0
4,4,5,25,5,5,13,13,34,34,8,1,9,1
4,3,2,3,3,3,17,24,21,21,3,0,3,1
4,3,1,12,7,4,6,6,10,10,4,3,7,1
4,3,1,8,5,4,13,13,27,27,4,0,4,1
4,2,9,3,6,6,21,21,6,13,1,2,3,0
4,3,6,18,6,3,34,34,13,13,1,3,4,0
4,3,6,7,5,4,27,27,34,34,3,0,3,0
4,2,3,4,8,3,6,13,24,24,4,0,4,1
4,4,10,19,7,4,14,14,34,34,2,11,13,1
4,4,1,2,6,4,17,17,23,30,1,1,2,1
4,3,2,6,7,2,28,28,34,34,0,0,0,0
4,4,6,14,7,4,40,40,13,13,9,0,9,1
4,2,1,4,6,3,3,3,21,21,2,0,2,1
4,1,1,7,5,4,0,0,7,7,1,3,4,1
4,3,4,9,6,3,23,23,31,31,1,3,4,0
4,4,6,8,6,5,23,23,20,20,2,6,8,1
4,3,3,17,6,3,28,28,17,17,0,0,0,0
4,3,2,1,5,6,3,3,3,10,1,0,1,0
4,3,9,29,7,3,20,20,31,31,-1,-1,-2,0
4,1,5,3,6,2,6,6,0,0,3,0,3,0
4,2,1,32,4,5,20,20,24,24,6,6,12,1
4,3,20,44,6,2,27,27,34,34,1,3,4,0
4,1,7,6,5,2,10,10,13,13,2,4,6,0
4,1,2,2,7,5,14,21,10,10,2,0,2,0
4,1,6,5,5,3,13,13,3,10,1,4,5,0
4,4,1,39,5,4,23,23,6,6,4,7,11,1
4,4,1,15,9,4,27,27,3,3,-1,0,-1,0
4,4,4,17,7,4,7,7,21,21,0,-3,-3,0
4,3,6,8,6,4,20,20,21,21,2,3,5,0
4,2,3,9,7,5,17,17,21,21,4,5,9,1
4,1,3,7,6,4,7,7,10,17,3,4,7,1
4,2,3,3,3,3,10,10,13,20,1,2,3,0
4,2,5,14,7,5,20,20,21,21,1,0,1,0
4,2,2,48,9,4,0,0,13,13,2,1,3,1
4,4,6,8,8,4,20,20,37,37,2,0,2,0
4,4,6,12,6,3,20,20,20,20,0,0,0,0
4,2,2,5,6,3,3,3,17,17,1,1,2,0
4,3,1,11,6,3,27,27,20,20,3,1,4,1
4,1,3,24,6,3,14,14,10,10,-1,-2,-3,0
4,3,1,3,3,3,20,20,7,7,1,0,1,0
4,2,6,27,6,4,17,17,3,3,0,0,0,0
4,3,16,24,3,4,6,6,23,23,6,2,8,0
4,1,12,36,8,3,10,10,7,7,9,0,9,0
4,2,4,28,6,5,14,14,13,13,0,0,0,0
4,1,4,6,9,4,3,3,14,14,1,0,1,0
4,4,2,15,6,4,28,28,3,3,2,2,4,1
4,2,6,12,7,3,7,7,21,21,0,-2,-2,0
4,3,2,1,5,3,7,7,24,31,1,0,1,0
4,4,12,4,7,4,24,24,23,23,0,0,0,0
4,3,1,3,6,4,23,23,7,14,3,0,3,1
4,4,8,13,6,4,14,14,6,6,7,0,7,0
4,1,2,26,7,5,0,0,14,14,1,5,6,1
4,3,5,40,3,3,14,14,27,27,7,7,14,1
4,4,3,9,7,4,0,0,10,10,1,1,2,0
4,2,2,41,5,6,24,24,21,21,2,6,8,1
4,1,1,16,4,5,13,13,6,6,2,4,6,1
4,4,7,20,7,6,14,14,23,23,10,1,11,1
4,2,3,47,3,4,0,0,3,3,1,2,3,0
4,1,1,22,8,3,14,14,7,7,4,1,5,1
4,1,1,47,8,3,14,14,14,14,3,2,5,1
4,3,2,3,5,3,7,14,31,31,1,2,3,1
4,4,4,21,7,3,27,27,34,34,8,0,8,1
4,2,5,37,5,3,20,20,20,20,3,11,14,1
4,2,9,1,5,3,14,14,10,10,1,1,2,0
4,1,3,7,6,3,6,6,3,10,2,5,7,1
4,2,1,36,9,4,3,3,3,3,1,0,1,0
4,2,1,1,6,4,3,10,13,13,1,0,1,0
4,2,2,37,7,4,10,10,21,21,-1,-5,-6,0
4,1,9,1,6,6,3,3,3,10,1,0,1,0
4,3,1,28,5,2,3,3,6,6,2,2,4,1
4,4,1,4,5,5,20,20,28,35,3,1,4,1
4,2,1,22,9,5,17,17,21,21,0,0,0,0
4,4,1,14,7,3,17,17,23,23,8,1,9,1
4,3,2,6,8,5,10,10,13,20,3,3,6,1
4,3,1,8,8,5,13,13,3,3,3,0,3,1
4,2,1,28,5,7,7,7,24,24,3,0,3,1
4,4,4,12,8,4,20,20,21,21,4,2,6,1
4,2,7,4,8,4,23,23,6,6,-1,-4,-5,0
4,3,3,35,6,4,31,31,6,6,2,2,4,1
4,1,4,3,5,5,3,3,13,20,2,1,3,0
4,1,1,33,7,3,0,0,3,3,3,1,4,1
4,4,1,16,6,5,7,7,27,27,2,2,4,1
4,4,2,58,5,4,31,31,0,0,2,0,2,0
4,3,7,5,7,2,20,27,10,10,2,3,5,0
4,1,2,5,6,6,6,6,0,0,4,0,4,1
4,4,1,2,5,2,24,24,14,14,1,0,1,0
4,4,1,11,4,4,42,42,27,27,1,2,3,1
4,4,7,9,6,3,0,0,14,14,4,3,7,0
4,3,2,2,6,6,10,10,31,37,1,1,2,0
4,1,3,37,6,3,7,7,13,13,7,3,10,1
4,1,1,35,6,4,13,13,3,3,2,11,13,1
4,4,1,16,7,4,28,28,23,23,1,0,1,0
4,3,2,62,10,4,31,31,0,0,-1,0,-1,0
4,3,1,9,6,5,17,24,23,23,6,3,9,1
4,3,1,10,6,4,21,21,20,20,2,4,6,1
4,1,2,5,5,3,7,7,0,0,0,0,0,0
4,2,1,20,5,3,23,23,21,21,4,7,11,1
4,3,1,37,5,5,31,31,6,6,1,2,3,1
4,1,1,27,6,4,13,13,6,6,-1,-1,-2,0
4,1,2,14,5,5,14,14,13,13,4,6,10,1
4,4,2,42,4,3,40,40,31,31,2,2,4,1
4,3,1,8,5,2,17,17,0,0,-1,0,-1,0
4,4,5,7,5,3,20,27,0,0,4,3,7,1
4,3,6,3,4,5,21,21,6,6,1,2,3,0
4,2,4,2,7,5,10,10,24,31,2,0,2,0
4,2,2,2,5,3,0,0,24,24,1,0,1,0
4,4,4,6,8,3,24,24,27,27,2,1,3,0
4,3,1,13,9,4,3,3,34,34,1,1,2,1
4,2,5,3,7,5,10,10,21,21,3,1,4,0
4,2,2,16,6,4,3,3,13,13,0,0,0,0
4,1,6,49,6,2,0,0,13,13,5,0,5,0
4,3,1,12,9,4,20,20,31,31,0,0,0,0
4,4,8,10,5,4,42,42,3,3,2,2,4,0
4,2,4,24,7,3,23,23,7,7,-1,-3,-4,0
4,3,2,58,8,3,28,28,21,21,3,1,4,1
4,3,5,22,5,5,27,27,7,7,2,6,8,1
4,1,8,4,8,4,14,14,13,13,1,3,4,0
4,1,5,5,6,4,14,14,3,3,4,1,5,0
4,4,2,65,7,4,14,14,20,20,3,2,5,1
4,2,1,6,6,4,23,23,10,17,2,4,6,1
4,3,5,44,5,3,3,3,17,17,1,1,2,0
4,1,2,4,5,4,3,3,14,14,1,0,1,0
4,2,2,38,8,3,13,13,23,23,9,0,9,1
4,3,2,2,3,5,10,10,14,21,1,1,2,0
4,2,12,21,6,4,17,17,23,23,0,-1,-1,0
4,1,2,20,6,4,0,0,10,10,-1,-2,-3,0
4,2,2,40,4,3,20,20,10,10,0,0,0,0
4,4,5,2,7,5,28,35,28,28,2,0,2,0
4,3,2,3,4,3,31,31,31,31,-1,0,-1,0
4,4,4,9,8,4,27,27,10,10,0,-8,-8,0
4,2,4,1,5,4,24,31,13,13,1,0,1,0
4,2,3,32,7,4,7,7,21,21,1,0,1,0
4,1,5,6,6,4,3,3,14,14,2,0,2,0
4,1,3,11,6,4,3,3,6,6,2,0,2,0
4,3,3,5,7,4,10,10,34,34,1,1,2,0
4,1,2,30,8,4,6,6,7,7,1,7,8,1
4,1,12,14,7,3,6,6,14,21,1,13,14,1
4,3,7,16,6,5,28,28,28,28,1,3,4,0
4,1,4,10,6,3,13,13,3,3,1,2,3,0
4,4,7,31,7,4,40,40,17,17,1,8,9,1
4,4,5,3,3,6,6,13,34,34,1,2,3,0
4,3,6,30,7,4,0,0,23,23,8,1,9,1
4,1,16,1,4,4,6,6,13,13,5,2,7,0
4,3,3,19,7,5,31,31,17,17,1,0,1,0
4,1,1,35,9,5,14,14,14,14,5,2,7,1
4,3,1,5,4,6,23,23,31,38,1,4,5,1
4,4,1,17,6,2,10,10,20,20,5,1,6,1
4,3,1,4,3,5,3,3,14,14,1,0,1,0
4,4,3,7,5,3,3,3,0,0,-1,-2,-3,0
4,3,1,11,8,5,20,20,20,20,0,-1,-1,0
4,3,8,32,5,5,31,31,24,24,4,3,7,0
4,3,1,10,5,4,14,14,0,0,7,0,7,1
4,4,4,13,6,3,17,17,27,27,4,5,9,1
4,2,1,15,6,3,0,0,14,14,5,1,6,1
4,3,4,16,6,4,28,28,24,24,5,1,6,1
4,4,2,30,4,4,21,21,13,13,1,4,5,1
4,4,3,2,6,3,3,3,3,3,0,0,0,0
4,4,1,25,5,3,14,14,17,17,1,5,6,1
4,3,3,26,8,3,34,34,14,14,2,5,7,1
4,4,5,3,6,5,7,7,23,23,1,0,1,0
4,2,5,48,6,4,24,24,10,10,3,0,3,0
4,3,2,19,7,5,17,17,21,21,2,6,8,1
4,1,5,3,7,5,13,13,6,6,0,-1,-1,0
4,2,7,13,3,4,21,21,23,23,6,1,7,0
4,2,4,21,5,3,23,23,23,23,6,7,13,1
4,4,4,16,3,4,34,34,17,17,2,2,4,0
4,4,5,4,5,6,34,34,34,41,4,0,4,0
4,3,2,3,7,2,17,17,7,14,3,0,3,1
4,4,2,14,7,3,28,28,37,37,-1,0,-1,0
4,1,1,15,5,4,0,0,13,13,1,1,2,1
4,1,7,1,4,4,14,14,3,3,2,0,2,0
4,2,3,82,8,2,24,24,10,10,10,0,10,1
4,2,3,23,4,4,13,13,6,6,4,0,4,1
4,3,2,23,3,4,24,24,21,21,-1,-2,-3,0
4,3,2,43,5,2,20,20,24,24,-1,-2,-3,0
4,3,1,16,4,4,17,17,24,24,6,3,9,1
4,1,2,7,7,3,6,13,6,6,3,4,7,1
4,4,6,2,5,2,17,17,13,20,1,1,2,0
4,4,1,16,8,4,20,20,42,42,5,1,6,1
4,4,3,8,4,5,37,37,31,31,3,5,8,1
4,1,3,40,8,4,10,10,3,3,-1,0,-1,0
4,4,1,4,8,4,23,23,21,21,1,2,3,1
4,4,6,5,6,4,0,0,31,31,2,2,4,0
4,2,2,18,5,5,13,13,7,7,5,2,7,1
4,2,5,22,6,5,10,10,13,13,0,0,0,0
4,1,6,8,6,4,14,14,0,0,1,0,1,0
4,2,4,1,7,5,13,20,13,13,1,0,1,0
4,3,2,1,7,4,34,34,14,21,1,0,1,0
4,1,2,10,7,5,14,14,7,7,2,0,2,0
4,2,6,16,6,3,14,14,21,21,2,11,13,1
4,2,4,24,9,3,24,24,13,13,0,0,0,0
4,4,7,11,6,6,6,6,42,42,-1,-3,-4,0
4,4,3,12,6,4,24,24,28,28,1,6,7,1
4,3,15,9,8,3,10,10,28,28,1,3,4,0
4,2,4,5,6,4,10,10,17,17,2,1,3,0
4,4,4,11,5,5,10,10,6,6,5,4,9,1
4,1,2,3,9,4,13,13,0,7,2,1,3,1
4,3,5,28,4,5,13,13,14,14,1,1,2,0
4,4,5,19,5,5,13,13,34,34,2,6,8,1
4,4,2,6,5,4,21,28,24,24,5,1,6,1
4,1,4,18,7,5,0,0,14,14,2,1,3,0
4,2,2,3,6,2,10,10,10,10,1,0,1,0
4,4,6,3,7,3,21,21,21,21,0,0,0,0
4,3,5,9,8,4,14,14,17,17,0,0,0,0
4,3,10,19,6,5,7,7,31,31,1,0,1,0
4,3,3,6,4,3,6,6,14,14,4,2,6,1
4,3,4,1,7,3,10,17,17,17,1,0,1,0
4,3,6,7,4,4,7,7,14,14,4,1,5,0
4,1,2,1,7,5,13,20,7,7,1,0,1,0
4,1,9,11,6,3,13,13,3,3,1,7,8,0
4,2,5,25,7,3,23,23,0,0,1,2,3,0
4,4,4,7,6,4,28,28,27,27,0,-4,-4,0
4,1,1,3,5,3,0,0,10,10,0,0,0,0
4,3,7,1,6,4,0,0,0,0,2,2,4,0
4,3,1,1,6,5,24,31,10,10,1,0,1,0
4,3,3,9,3,4,3,3,28,35,6,3,9,1
4,2,1,15,6,5,23,23,20,20,7,0,7,1
4,1,2,23,5,5,13,13,0,0,6,0,6,1
4,2,8,4,9,4,20,27,17,17,1,3,4,0
4,3,3,4,7,4,24,24,28,28,-1,0,-1,0
4,1,5,2,7,4,13,20,3,3,1,1,2,0
4,1,6,4,9,4,0,7,0,0,1,3,4,0
4,2,6,46,6,4,3,3,3,3,2,1,3,0
4,1,1,7,8,1,10,10,3,3,1,4,5,1
4,3,2,4,8,5,10,17,27,27,4,0,4,1
4,3,2,24,5,5,34,34,21,21,5,3,8,1
4,2,1,61,6,4,7,7,0,0,2,4,6,1
4,3,2,13,8,3,13,13,13,13,2,3,5,1
4,3,3,2,4,4,28,35,0,0,2,0,2,0
4,1,3,13,5,5,13,13,6,6,1,0,1,0
4,4,9,40,4,3,14,14,28,28,8,4,12,1
4,1,1,33,5,4,3,3,6,6,7,1,8,1
4,4,6,6,5,4,17,24,10,10,5,1,6,0
4,1,2,8,10,4,3,3,10,10,2,1,3,1
4,3,1,55,7,4,24,24,0,0,9,1,10,1
4,1,1,18,6,5,10,10,0,0,0,-3,-3,0
4,1,3,1,5,5,3,10,14,14,1,0,1,0
4,2,1,3,5,4,3,3,20,20,1,0,1,0
4,4,1,7,5,3,7,7,6,13,4,3,7,1
4,4,3,8,7,5,23,23,7,7,-1,-3,-4,0
4,1,6,38,6,3,10,10,6,6,0,-10,-10,0
4,2,1,52,7,3,17,17,0,0,4,8,12,1
4,3,2,5,5,5,14,21,13,13,2,3,5,1
4,2,3,21,7,5,20,20,0,0,1,9,10,1
4,2,6,15,6,5,24,24,7,7,1,0,1,0
4,3,2,42,7,3,14,14,28,28,2,7,9,1
4,4,1,8,8,5,3,3,34,34,4,0,4,1
4,3,7,25,6,2,13,13,21,21,-1,-1,-2,0
4,3,6,5,7,5,31,38,17,17,5,0,5,0
4,4,1,5,4,2,7,7,40,40,1,1,2,1
4,3,1,16,8,4,3,3,28,28,5,4,9,1
4,2,1,55,8,5,3,3,13,13,0,-3,-3,0
4,4,1,11,4,4,31,31,24,24,0,-3,-3,0
4,2,3,3,9,3,17,24,13,13,2,1,3,0
4,1,4,14,4,4,6,6,7,7,4,6,10,1
4,4,1,20,7,5,23,23,28,28,3,0,3,1
4,2,2,53,3,4,0,0,13,13,4,0,4,1
4,2,2,7,6,4,21,21,6,6,4,0,4,1
4,1,2,17,5,2,7,7,7,7,12,0,12,1
4,1,3,27,4,3,0,0,7,7,0,0,0,0
4,4,4,5,4,5,23,23,21,28,4,1,5,1
4,4,1,9,8,6,42,42,27,27,3,1,4,1
4,1,3,7,4,5,10,10,10,10,0,0,0,0
4,3,2,27,6,4,21,21,28,28,1,2,3,1
4,1,1,54,8,4,13,13,13,13,4,5,9,1
4,2,2,51,8,2,0,0,20,20,6,5,11,1
4,3,2,12,5,4,21,21,0,0,4,3,7,1
4,4,14,2,7,4,23,23,10,10,6,1,7,0
4,3,3,1,6,6,23,30,17,17,1,0,1,0
4,1,2,19,6,5,0,0,13,13,0,0,0,0
4,1,2,5,8,4,6,6,7,7,2,2,4,1
4,1,2,3,6,5,13,13,6,13,3,0,3,1
4,4,5,30,3,5,28,28,20,20,2,1,3,0
4,2,3,10,5,1,0,0,23,23,-1,0,-1,0
4,3,1,2,5,4,24,24,6,6,0,0,0,0
4,3,2,2,9,4,24,31,23,23,2,0,2,0
4,3,4,4,5,5,14,14,27,27,4,0,4,0
4,4,3,9,6,3,40,40,21,21,1,0,1,0
4,2,1,3,5,5,24,24,0,0,0,0,0,0
4,3,4,33,6,3,14,14,28,28,0,-8,-8,0
